,STS,NLI,left,right,left_num,right_num,id,left_lower,right_lower,left_strip,right_strip,left_strip_tokenized,right_strip_tokenized,left_strip_tokenized_noPunct,right_strip_tokenized_noPunct,left_POS_tags,right_POS_tags,left_strip_tokenized_noPunct_lemmat,right_strip_tokenized_noPunct_lemmat,left_strip_tokenized_noPunct_lemmat_noStopWords,right_strip_tokenized_noPunct_lemmat_noStopWords,left_strip_tokenized_noPunct_StopWords,right_strip_tokenized_noPunct_StopWords,jaccard_strip_tokenized,jaccard_strip_tokenized_noPunct_lemmat_noStopWords,jacckard_strip_tokenized_noPunct_lemmat,left_strip_tokenized_len,right_strip_tokenized_len,left-right,right-left,path_similarity,lch_similarity_nouns,lch_similarity_verbs,jcn_similarity_brown_nouns,jcn_similarity_brown_verbs,jcn_similarity_genesis_nouns,jcn_similarity_genesis_verbs,wup_similarity,path_similarity_root,lch_similarity_nouns_root,lch_similarity_verbs_root,wup_similarity_root,chunk1_maximum,chunk2_maximum,chunk1>chunk2,chunk2>chunk1,|chunk1-chunk2|,minimum_difference,maximum_difference
423,4,BACK,in grassy field               ,in middle of grassy field     ,5 6 7,4 5 6 7 8,288,in grassy field               ,in middle of grassy field     ,in grassy field,in middle of grassy field,"['in', 'grassy', 'field']","['in', 'middle', 'of', 'grassy', 'field']","['in', 'grassy', 'field']","['in', 'middle', 'of', 'grassy', 'field']","('IN', 'JJ', 'NN')","('IN', 'NN', 'IN', 'JJ', 'NN')","['in', 'grassy', 'field']","['in', 'middle', 'of', 'grassy', 'field']","['grassy', 'field']","['middle', 'grassy', 'field']",['in'],"['in', 'of']",0.6,0.6666666666666666,0.6,0.25,0.2857142857142857,0.49999999999999994,0.49999999999999994,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9,9,0.0,0.0,0.0,0.0,0.5294117647058824
424,3,BACK,A red bird                    ,A small red and gray bird     ,1 2 3,1 2 3 4 5 6,289,a red bird                    ,a small red and gray bird     ,a red bird,a small red and gray bird,"['a', 'red', 'bird']","['a', 'small', 'red', 'and', 'gray', 'bird']","['a', 'red', 'bird']","['a', 'small', 'red', 'and', 'gray', 'bird']","('DT', 'JJ', 'NN')","('DT', 'JJ', 'JJ', 'CC', 'JJ', 'NN')","['a', 'red', 'bird']","['a', 'small', 'red', 'and', 'gray', 'bird']","['red', 'bird']","['small', 'red', 'gray', 'bird']",['a'],"['a', 'and']",0.5,0.5,0.5,0.25,0.3571428571428571,0.4285714285714285,0.5714285714285714,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10,16,0.0,1.0,0.5,0.0,0.9411764705882353
425,4,BACK,Boy                           ,A small boy                   ,1,1 2 3,290,boy                           ,a small boy                   ,boy,a small boy,['boy'],"['a', 'small', 'boy']",['boy'],"['a', 'small', 'boy']","('NN',)","('DT', 'JJ', 'NN')",['boy'],"['a', 'small', 'boy']",['boy'],"['small', 'boy']",[],['a'],0.3333333333333333,0.5,0.3333333333333333,0.0,0.14285714285714285,0.49999999999999994,0.49999999999999994,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,11,11,0.0,0.0,0.0,0.0,0.6470588235294118
426,5,EQUI,on couch                      ,on a sofa                     ,3 4,5 6 7,290,on couch                      ,on a sofa                     ,on couch,on a sofa,"['on', 'couch']","['on', 'a', 'sofa']","['on', 'couch']","['on', 'a', 'sofa']","('IN', 'NN')","('IN', 'DT', 'NN')","['on', 'couch']","['on', 'a', 'sofa']",['couch'],['sofa'],['on'],"['on', 'a']",0.25,0.0,0.25,0.125,0.14285714285714285,0.5714285714285714,0.4285714285714285,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,10,9,1.0,0.0,0.08333333333333333,0.0,0.058823529411764705
427,3,FORW,with small white dog          ,with a dog                    ,5 6 7 8,8 9 10,290,with small white dog          ,with a dog                    ,with small white dog,with a dog,"['with', 'small', 'white', 'dog']","['with', 'a', 'dog']","['with', 'small', 'white', 'dog']","['with', 'a', 'dog']","('IN', 'JJ', 'JJ', 'NN')","('IN', 'DT', 'NN')","['with', 'small', 'white', 'dog']","['with', 'a', 'dog']","['small', 'white', 'dog']",['dog'],['with'],"['with', 'a']",0.4,0.3333333333333333,0.4,0.375,0.14285714285714285,0.7142857142857142,0.2857142857142857,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,13,13,0.0,0.0,0.0,0.0,0.7647058823529411
428,4,SIMI,A green steam engine          ,A black steam train           ,1 2 3 4,1 2 3 4,291,a green steam engine          ,a black steam train           ,a green steam engine,a black steam train,"['a', 'green', 'steam', 'engine']","['a', 'black', 'steam', 'train']","['a', 'green', 'steam', 'engine']","['a', 'black', 'steam', 'train']","('DT', 'JJ', 'NN', 'NN')","('DT', 'JJ', 'NN', 'NN')","['a', 'green', 'steam', 'engine']","['a', 'black', 'steam', 'train']","['green', 'steam', 'engine']","['black', 'steam', 'train']",['a'],['a'],0.3333333333333333,0.2,0.3333333333333333,0.375,0.21428571428571427,0.6428571428571428,0.3571428571428571,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10,11,0.0,1.0,0.08333333333333333,0.0,0.6470588235294118
429,4,BACK,in front of the train         ,in front of a silver train    ,7 8 9 10 11,7 8 9 10 11 12,292,in front of the train         ,in front of a silver train    ,in front of the train,in front of a silver train,"['in', 'front', 'of', 'the', 'train']","['in', 'front', 'of', 'a', 'silver', 'train']","['in', 'front', 'of', 'the', 'train']","['in', 'front', 'of', 'a', 'silver', 'train']","('IN', 'NN', 'IN', 'DT', 'NN')","('IN', 'NN', 'IN', 'DT', 'NN', 'NN')","['in', 'front', 'of', 'the', 'train']","['in', 'front', 'of', 'a', 'silver', 'train']","['front', 'train']","['front', 'silver', 'train']","['in', 'of', 'the']","['in', 'of', 'a']",0.5714285714285714,0.6666666666666666,0.5714285714285714,0.5,0.3571428571428571,0.5714285714285714,0.4285714285714285,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10,10,0.0,0.0,0.0,0.0,0.5882352941176471
430,5,EQUI,The man                       ,A man                         ,1 2,1 2,292,the man                       ,a man                         ,the man,a man,"['the', 'man']","['a', 'man']","['the', 'man']","['a', 'man']","('DT', 'NN')","('DT', 'NN')","['the', 'man']","['a', 'man']",['man'],['man'],['the'],['a'],0.3333333333333333,1.0,0.3333333333333333,0.125,0.07142857142857142,0.6428571428571428,0.3571428571428571,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,14,14,0.0,0.0,0.0,0.0,0.7647058823529411
431,3,BACK,on shelves                    ,on the shelves and on the counter,8 9,7 8 9 10 11 12 13,293,on shelves                    ,on the shelves and on the counter,on shelves,on the shelves and on the counter,"['on', 'shelves']","['on', 'the', 'shelves', 'and', 'on', 'the', 'counter']","['on', 'shelves']","['on', 'the', 'shelves', 'and', 'on', 'the', 'counter']","('IN', 'NNS')","('IN', 'DT', 'NNS', 'CC', 'IN', 'DT', 'NN')","['on', 'shelf']","['on', 'the', 'shelf', 'and', 'on', 'the', 'counter']",['shelf'],"['shelf', 'counter']",['on'],"['on', 'the', 'and', 'on', 'the']",0.4,0.5,0.4,0.125,0.4285714285714286,0.2857142857142857,0.7142857142857142,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,8,11,0.0,1.0,0.25,0.0,0.47058823529411764
432,3,FORW,with bowls                    ,with items                    ,6 7,4 5,293,with bowls                    ,with items                    ,with bowls,with items,"['with', 'bowls']","['with', 'items']","['with', 'bowls']","['with', 'items']","('IN', 'NN')","('IN', 'NNS')","['with', 'bowl']","['with', 'item']",['bowl'],['item'],['with'],['with'],0.3333333333333333,0.0,0.3333333333333333,0.125,0.07142857142857142,0.6428571428571428,0.3571428571428571,0.2,0.5575533219658061,0.0,6.758455668211473e-302,0.0,5.2381748299209e-302,0.0,0.6666666666666666,0.2,0.5575533219658061,0.0,0.6666666666666666,10,6,1.0,0.0,0.3333333333333333,0.0,0.5882352941176471
433,2,REL,A kitchen sink and countertop ,A small kitchen               ,1 2 3 4 5,1 2 3,293,a kitchen sink and countertop ,a small kitchen               ,a kitchen sink and countertop,a small kitchen,"['a', 'kitchen', 'sink', 'and', 'countertop']","['a', 'small', 'kitchen']","['a', 'kitchen', 'sink', 'and', 'countertop']","['a', 'small', 'kitchen']","('DT', 'NN', 'NN', 'CC', 'NN')","('DT', 'JJ', 'NN')","['a', 'kitchen', 'sink', 'and', 'countertop']","['a', 'small', 'kitchen']","['kitchen', 'sink', 'countertop']","['small', 'kitchen']","['a', 'and']",['a'],0.3333333333333333,0.25,0.3333333333333333,0.5,0.14285714285714285,0.7857142857142856,0.21428571428571425,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,11,8,1.0,0.0,0.25,0.0,0.6470588235294118
434,5,EQUI,A woman                       ,A women                       ,1 2,1 2,294,a woman                       ,a women                       ,a woman,a women,"['a', 'woman']","['a', 'women']","['a', 'woman']","['a', 'women']","('DT', 'NN')","('DT', 'NNS')","['a', 'woman']","['a', 'woman']",['woman'],['woman'],['a'],['a'],0.3333333333333333,1.0,1.0,0.125,0.07142857142857142,0.6428571428571428,0.3571428571428571,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,12,12,0.0,0.0,0.0,0.0,0.4117647058823529
435,4,BACK,a bicycle                     ,a mountain bike               ,4 5,4 5 6,294,a bicycle                     ,a mountain bike               ,a bicycle,a mountain bike,"['a', 'bicycle']","['a', 'mountain', 'bike']","['a', 'bicycle']","['a', 'mountain', 'bike']","('DT', 'NN')","('DT', 'NN', 'NN')","['a', 'bicycle']","['a', 'mountain', 'bike']",['bicycle'],"['mountain', 'bike']",['a'],['a'],0.25,0.0,0.25,0.125,0.14285714285714285,0.5714285714285714,0.4285714285714285,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9,11,0.0,1.0,0.16666666666666666,0.0,0.47058823529411764
436,4,BACK,next to a yellow sports car   ,next to a yellow Corvette     ,5 6 7 8 9 10,4 5 6 7 8,295,next to a yellow sports car   ,next to a yellow corvette     ,next to a yellow sports car,next to a yellow corvette,"['next', 'to', 'a', 'yellow', 'sports', 'car']","['next', 'to', 'a', 'yellow', 'corvette']","['next', 'to', 'a', 'yellow', 'sports', 'car']","['next', 'to', 'a', 'yellow', 'corvette']","('JJ', 'TO', 'DT', 'JJ', 'NNS', 'NN')","('JJ', 'TO', 'DT', 'JJ', 'NN')","['next', 'to', 'a', 'yellow', 'sport', 'car']","['next', 'to', 'a', 'yellow', 'corvette']","['next', 'yellow', 'sport', 'car']","['next', 'yellow', 'corvette']","['to', 'a']","['to', 'a']",0.5714285714285714,0.4,0.5714285714285714,0.625,0.2857142857142857,0.7142857142857142,0.2857142857142857,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11,12,0.0,1.0,0.08333333333333333,0.0,0.7058823529411764
437,4,FORW,with a white horse            ,a white horse                 ,3 4 5 6,4 5 6,296,with a white horse            ,a white horse                 ,with a white horse,a white horse,"['with', 'a', 'white', 'horse']","['a', 'white', 'horse']","['with', 'a', 'white', 'horse']","['a', 'white', 'horse']","('IN', 'DT', 'JJ', 'NN')","('DT', 'JJ', 'NN')","['with', 'a', 'white', 'horse']","['a', 'white', 'horse']","['white', 'horse']","['white', 'horse']","['with', 'a']",['a'],0.75,1.0,0.75,0.375,0.14285714285714285,0.7142857142857142,0.2857142857142857,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,14,14,0.0,0.0,0.0,0.0,0.8235294117647058
438,4,FORW,Older gentleman               ,A man                         ,1 2,1 2,297,older gentleman               ,a man                         ,older gentleman,a man,"['older', 'gentleman']","['a', 'man']","['older', 'gentleman']","['a', 'man']","('JJR', 'NN')","('DT', 'NN')","['old', 'gentleman']","['a', 'man']","['old', 'gentleman']",['man'],[],['a'],0.0,0.0,0.0,0.125,0.07142857142857142,0.6428571428571428,0.3571428571428571,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,10,14,0.0,1.0,0.3333333333333333,0.0,0.8235294117647058
439,5,EQUI,at red motorcycle             ,at a red motorcycle           ,4 5 6,4 5 6 7,297,at red motorcycle             ,at a red motorcycle           ,at red motorcycle,at a red motorcycle,"['at', 'red', 'motorcycle']","['at', 'a', 'red', 'motorcycle']","['at', 'red', 'motorcycle']","['at', 'a', 'red', 'motorcycle']","('IN', 'JJ', 'NN')","('IN', 'DT', 'JJ', 'NN')","['at', 'red', 'motorcycle']","['at', 'a', 'red', 'motorcycle']","['red', 'motorcycle']","['red', 'motorcycle']",['at'],"['at', 'a']",0.75,1.0,0.75,0.25,0.21428571428571427,0.5714285714285714,0.4285714285714285,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11,11,0.0,0.0,0.0,0.0,0.6470588235294118
440,4,BACK,in front of a train           ,in front of a silver train    ,4 5 6 7 8,7 8 9 10 11 12,298,in front of a train           ,in front of a silver train    ,in front of a train,in front of a silver train,"['in', 'front', 'of', 'a', 'train']","['in', 'front', 'of', 'a', 'silver', 'train']","['in', 'front', 'of', 'a', 'train']","['in', 'front', 'of', 'a', 'silver', 'train']","('IN', 'NN', 'IN', 'DT', 'NN')","('IN', 'NN', 'IN', 'DT', 'NN', 'NN')","['in', 'front', 'of', 'a', 'train']","['in', 'front', 'of', 'a', 'silver', 'train']","['front', 'train']","['front', 'silver', 'train']","['in', 'of', 'a']","['in', 'of', 'a']",0.8333333333333334,0.6666666666666666,0.8333333333333334,0.5,0.3571428571428571,0.5714285714285714,0.4285714285714285,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10,10,0.0,0.0,0.0,0.0,0.5882352941176471
441,5,EQUI,on the water                  ,in the water                  ,4 5 6,4 5 6,299,on the water                  ,in the water                  ,on the water,in the water,"['on', 'the', 'water']","['in', 'the', 'water']","['on', 'the', 'water']","['in', 'the', 'water']","('IN', 'DT', 'NN')","('IN', 'DT', 'NN')","['on', 'the', 'water']","['in', 'the', 'water']",['water'],['water'],"['on', 'the']","['in', 'the']",0.5,1.0,0.5,0.25,0.14285714285714285,0.6428571428571428,0.3571428571428571,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9,9,0.0,0.0,0.0,0.0,0.4117647058823529
442,4,FORW,near a small plane            ,a small airplane              ,7 8 9 10,8 9 10,299,near a small plane            ,a small airplane              ,near a small plane,a small airplane,"['near', 'a', 'small', 'plane']","['a', 'small', 'airplane']","['near', 'a', 'small', 'plane']","['a', 'small', 'airplane']","('IN', 'DT', 'JJ', 'NN')","('DT', 'JJ', 'NN')","['near', 'a', 'small', 'plane']","['a', 'small', 'airplane']","['near', 'small', 'plane']","['small', 'airplane']",['a'],['a'],0.4,0.25,0.4,0.375,0.14285714285714285,0.7142857142857142,0.2857142857142857,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,11,11,0.0,0.0,0.0,0.0,0.6470588235294118
443,4,BACK,around a table                ,around a dining table         ,6 7 8,7 8 9 10,300,around a table                ,around a dining table         ,around a table,around a dining table,"['around', 'a', 'table']","['around', 'a', 'dining', 'table']","['around', 'a', 'table']","['around', 'a', 'dining', 'table']","('IN', 'DT', 'NN')","('IN', 'DT', 'NN', 'NN')","['around', 'a', 'table']","['around', 'a', 'dining', 'table']","['around', 'table']","['around', 'dining', 'table']",['a'],['a'],0.75,0.6666666666666666,0.75,0.25,0.21428571428571427,0.5714285714285714,0.4285714285714285,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8,8,0.0,0.0,0.0,0.0,0.47058823529411764
444,4,SIMI,in the trough                 ,from a trough                 ,8 9 10,7 8 9,301,in the trough                 ,from a trough                 ,in the trough,from a trough,"['in', 'the', 'trough']","['from', 'a', 'trough']","['in', 'the', 'trough']","['from', 'a', 'trough']","('IN', 'DT', 'NN')","('IN', 'DT', 'NN')","['in', 'the', 'trough']","['from', 'a', 'trough']",['trough'],['trough'],"['in', 'the']","['from', 'a']",0.2,1.0,0.2,0.25,0.14285714285714285,0.6428571428571428,0.3571428571428571,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,8,8,0.0,0.0,0.0,0.0,0.1764705882352941
445,5,EQUI,The brown and white cows      ,Brown and white cows          ,1 2 3 4 5,1 2 3 4,301,the brown and white cows      ,brown and white cows          ,the brown and white cows,brown and white cows,"['the', 'brown', 'and', 'white', 'cows']","['brown', 'and', 'white', 'cows']","['the', 'brown', 'and', 'white', 'cows']","['brown', 'and', 'white', 'cows']","('DT', 'NN', 'CC', 'JJ', 'NNS')","('NN', 'CC', 'JJ', 'NNS')","['the', 'brown', 'and', 'white', 'cow']","['brown', 'and', 'white', 'cow']","['brown', 'white', 'cow']","['brown', 'white', 'cow']","['the', 'and']",['and'],0.8,1.0,0.8,0.5,0.21428571428571427,0.7142857142857142,0.2857142857142857,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,17,17,0.0,0.0,0.0,0.0,1.0
446,2,REL,towards a wooden telephone pole,above the telephone wires     ,5 6 7 8 9,5 6 7 8,302,towards a wooden telephone pole,above the telephone wires     ,towards a wooden telephone pole,above the telephone wires,"['towards', 'a', 'wooden', 'telephone', 'pole']","['above', 'the', 'telephone', 'wires']","['towards', 'a', 'wooden', 'telephone', 'pole']","['above', 'the', 'telephone', 'wires']","('NNS', 'DT', 'JJ', 'NN', 'NN')","('IN', 'DT', 'NN', 'NNS')","['towards', 'a', 'wooden', 'telephone', 'pole']","['above', 'the', 'telephone', 'wire']","['towards', 'wooden', 'telephone', 'pole']","['telephone', 'wire']",['a'],"['above', 'the']",0.125,0.2,0.125,0.5,0.21428571428571427,0.7142857142857142,0.2857142857142857,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9,9,0.0,0.0,0.0,0.0,0.5294117647058824
447,3,SIMI,in front of a `` Going Places '' bus,in front of the open door of the bus,8 9 10 11 12 13 14 15 16,5 6 7 8 9 10 11 12 13,303,in front of a `` going places '' bus,in front of the open door of the bus,in front of a `` going places '' bus,in front of the open door of the bus,"['in', 'front', 'of', 'a', '``', 'going', 'places', '``', 'bus']","['in', 'front', 'of', 'the', 'open', 'door', 'of', 'the', 'bus']","['in', 'front', 'of', 'a', 'going', 'places', 'bus']","['in', 'front', 'of', 'the', 'open', 'door', 'of', 'the', 'bus']","('IN', 'NN', 'IN', 'DT', 'VBG', 'NNS', 'NN')","('IN', 'NN', 'IN', 'DT', 'JJ', 'NN', 'IN', 'DT', 'NN')","['in', 'front', 'of', 'a', 'go', 'place', 'bus']","['in', 'front', 'of', 'the', 'open', 'door', 'of', 'the', 'bus']","['front', 'go', 'place', 'bus']","['front', 'open', 'door', 'bus']","['in', 'of', 'a']","['in', 'of', 'the', 'of', 'the']",0.36363636363636365,0.3333333333333333,0.4,1.0,0.5714285714285714,0.6428571428571428,0.3571428571428571,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12,12,0.0,0.0,0.0,0.0,0.7058823529411764
448,4,SIMI,A young woman                 ,TThe girl                     ,1 2 3,1 2,303,a young woman                 ,tthe girl                     ,a young woman,tthe girl,"['a', 'young', 'woman']","['tthe', 'girl']","['a', 'young', 'woman']","['tthe', 'girl']","('DT', 'JJ', 'NN')","('NN', 'NN')","['a', 'young', 'woman']","['tthe', 'girl']","['young', 'woman']","['tthe', 'girl']",['a'],[],0.0,0.0,0.0,0.25,0.07142857142857142,0.7142857142857142,0.2857142857142857,0.5,0.8094485875732267,0.0,7.772657845647459e-301,0.0,5.469115152894238e-301,0.0,0.7058823529411765,0.5,0.8094485875732267,0.0,0.7058823529411765,12,11,1.0,0.0,0.08333333333333333,0.0,0.6470588235294118
449,4,FORW,on a gloved hand              ,'s gloved hand                ,5 6 7 8,8 9 10,304,on a gloved hand              ,'s gloved hand                ,on a gloved hand,'s gloved hand,"['on', 'a', 'gloved', 'hand']","[""'s"", 'gloved', 'hand']","['on', 'a', 'gloved', 'hand']","['gloved', 'hand']","('IN', 'DT', 'JJ', 'NN')","('VBN', 'NN')","['on', 'a', 'gloved', 'hand']","['gloved', 'hand']","['gloved', 'hand']","['gloved', 'hand']","['on', 'a']",[],0.4,1.0,0.5,0.375,0.14285714285714285,0.7142857142857142,0.2857142857142857,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11,11,0.0,0.0,0.0,0.0,0.6470588235294118
450,5,EQUI,perched                       ,is perched                    ,4,3 4,304,perched                       ,is perched                    ,perched,is perched,['perched'],"['is', 'perched']",['perched'],"['is', 'perched']","('VBN',)","('VBZ', 'VBN')",['perch'],"['be', 'perch']",['perch'],['perch'],[],['is'],0.5,1.0,0.5,0.0,0.07142857142857142,0.5714285714285714,0.4285714285714285,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,15,15,0.0,0.0,0.0,0.0,0.8235294117647058
451,4,BACK,on the sofa                   ,on the back of a couch        ,5 6 7,4 5 6 7 8 9,306,on the sofa                   ,on the back of a couch        ,on the sofa,on the back of a couch,"['on', 'the', 'sofa']","['on', 'the', 'back', 'of', 'a', 'couch']","['on', 'the', 'sofa']","['on', 'the', 'back', 'of', 'a', 'couch']","('IN', 'DT', 'NN')","('IN', 'DT', 'NN', 'IN', 'DT', 'NN')","['on', 'the', 'sofa']","['on', 'the', 'back', 'of', 'a', 'couch']",['sofa'],"['back', 'couch']","['on', 'the']","['on', 'the', 'of', 'a']",0.2857142857142857,0.0,0.2857142857142857,0.25,0.3571428571428571,0.4285714285714285,0.5714285714285714,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,9,10,0.0,1.0,0.08333333333333333,0.0,0.5294117647058824
452,4,FORW,A dark brown horse            ,Horse                         ,1 2 3 4,1,307,a dark brown horse            ,horse                         ,a dark brown horse,horse,"['a', 'dark', 'brown', 'horse']",['horse'],"['a', 'dark', 'brown', 'horse']",['horse'],"('DT', 'JJ', 'JJ', 'NN')","('NN',)","['a', 'dark', 'brown', 'horse']",['horse'],"['dark', 'brown', 'horse']",['horse'],['a'],[],0.25,0.3333333333333333,0.25,0.375,0.0,0.8571428571428571,0.14285714285714282,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,14,14,0.0,0.0,0.0,0.0,0.8235294117647058
453,4,FORW,A blue scooter                ,A blue moped                  ,1 2 3,1 2 3,308,a blue scooter                ,a blue moped                  ,a blue scooter,a blue moped,"['a', 'blue', 'scooter']","['a', 'blue', 'moped']","['a', 'blue', 'scooter']","['a', 'blue', 'moped']","('DT', 'JJ', 'NN')","('DT', 'NN', 'VBD')","['a', 'blue', 'scooter']","['a', 'blue', 'mop']","['blue', 'scooter']","['blue', 'mop']",['a'],['a'],0.5,0.3333333333333333,0.5,0.25,0.14285714285714285,0.6428571428571428,0.3571428571428571,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,15,13,1.0,0.0,0.16666666666666666,0.0,0.8823529411764706
454,5,EQUI,on a sidewalk                 ,on the sidewalk               ,5 6 7,5 6 7,308,on a sidewalk                 ,on the sidewalk               ,on a sidewalk,on the sidewalk,"['on', 'a', 'sidewalk']","['on', 'the', 'sidewalk']","['on', 'a', 'sidewalk']","['on', 'the', 'sidewalk']","('IN', 'DT', 'NN')","('IN', 'DT', 'NN')","['on', 'a', 'sidewalk']","['on', 'the', 'sidewalk']",['sidewalk'],['sidewalk'],"['on', 'a']","['on', 'the']",0.5,1.0,0.5,0.25,0.14285714285714285,0.6428571428571428,0.3571428571428571,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,8,8,0.0,0.0,0.0,0.0,0.0
455,3,SIMI,Three people                  ,Two elderly women             ,1 2,1 2 3,311,three people                  ,two elderly women             ,three people,two elderly women,"['three', 'people']","['two', 'elderly', 'women']","['three', 'people']","['two', 'elderly', 'women']","('CD', 'NNS')","('CD', 'JJ', 'NNS')","['three', 'people']","['two', 'elderly', 'woman']","['three', 'people']","['two', 'elderly', 'woman']",[],[],0.0,0.0,0.0,0.125,0.14285714285714285,0.5714285714285714,0.4285714285714285,0.3333333333333333,0.6979831568441129,0.0,3.2895816777698186e-301,0.0,4.655756798678021e-301,0.0,0.9,0.3333333333333333,0.6979831568441129,0.0,0.9,9,12,0.0,1.0,0.25,0.0,0.7058823529411764
456,5,EQUI,at dinner table               ,at a dinner table             ,4 5 6,5 6 7 8,311,at dinner table               ,at a dinner table             ,at dinner table,at a dinner table,"['at', 'dinner', 'table']","['at', 'a', 'dinner', 'table']","['at', 'dinner', 'table']","['at', 'a', 'dinner', 'table']","('IN', 'NN', 'NN')","('IN', 'DT', 'NN', 'NN')","['at', 'dinner', 'table']","['at', 'a', 'dinner', 'table']","['dinner', 'table']","['dinner', 'table']",['at'],"['at', 'a']",0.75,1.0,0.75,0.25,0.21428571428571427,0.5714285714285714,0.4285714285714285,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8,8,0.0,0.0,0.0,0.0,0.29411764705882354
457,4,FORW,A white and red bus           ,The red bus                   ,1 2 3 4 5,1 2 3,312,a white and red bus           ,the red bus                   ,a white and red bus,the red bus,"['a', 'white', 'and', 'red', 'bus']","['the', 'red', 'bus']","['a', 'white', 'and', 'red', 'bus']","['the', 'red', 'bus']","('DT', 'JJ', 'CC', 'JJ', 'NN')","('DT', 'JJ', 'NN')","['a', 'white', 'and', 'red', 'bus']","['the', 'red', 'bus']","['white', 'red', 'bus']","['red', 'bus']","['a', 'and']",['the'],0.3333333333333333,0.6666666666666666,0.3333333333333333,0.5,0.14285714285714285,0.7857142857142856,0.21428571428571425,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12,12,0.0,0.0,0.0,0.0,0.7058823529411764
458,2,REL,is sitting                    ,are swimming                  ,5 6,3 4,314,is sitting                    ,are swimming                  ,is sitting,are swimming,"['is', 'sitting']","['are', 'swimming']","['is', 'sitting']","['are', 'swimming']","('VBZ', 'VBG')","('VBP', 'VBG')","['be', 'sit']","['be', 'swim']",['sit'],['swim'],['is'],['are'],0.0,0.0,0.3333333333333333,0.125,0.07142857142857142,0.6428571428571428,0.3571428571428571,0.3333333333333333,0.0,0.6628054829415044,0.0,1.12993749080542e-301,0.0,9.499947539968802e-302,0.5,0.3333333333333333,0.0,0.6628054829415044,0.4,4,9,0.0,1.0,0.41666666666666663,0.0,0.5294117647058824
