,STS,NLI,left,right,left_num,right_num,id,left_lower,right_lower,left_strip,right_strip,left_strip_tokenized,right_strip_tokenized,left_strip_tokenized_noPunct,right_strip_tokenized_noPunct,left_POS_tags,right_POS_tags,left_strip_tokenized_noPunct_lemmat,right_strip_tokenized_noPunct_lemmat,left_strip_tokenized_noPunct_lemmat_noStopWords,right_strip_tokenized_noPunct_lemmat_noStopWords,left_strip_tokenized_noPunct_StopWords,right_strip_tokenized_noPunct_StopWords,jaccard_strip_tokenized,jaccard_strip_tokenized_noPunct_lemmat_noStopWords,jaccard_strip_tokenized_noPunct_lemmat,left_strip_tokenized_len,right_strip_tokenized_len,left-right,right-left,path_similarity,lch_similarity_nouns,lch_similarity_verbs,jcn_similarity_brown_nouns,jcn_similarity_brown_verbs,jcn_similarity_genesis_nouns,jcn_similarity_genesis_verbs,wup_similarity,path_similarity_root,lch_similarity_nouns_root,lch_similarity_verbs_root,wup_similarity_root,chunk1_maximum,chunk2_maximum,chunk1>chunk2,chunk2>chunk1,|chunk1-chunk2|,minimum_difference,maximum_difference
459,3,BACK,Egypt                         ,Egypt army                    ,1,1 2,315,egypt                         ,egypt army                    ,egypt,egypt army,['egypt'],"['egypt', 'army']",['egypt'],"['egypt', 'army']","('NN',)","('NN', 'NN')",['egypt'],"['egypt', 'army']",['egypt'],"['egypt', 'army']",[],[],0.5,0.5,0.5,0.0,0.14285714285714285,0.4,0.6,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,9,9,0.0,0.0,0.0,0.0,0.1764705882352941
460,3,FORW,"off Waterford , Dublin coasts ",in Dublin Bay                 ,3 4 5 6 7,6 7 8,316,"off waterford , dublin coasts ",in dublin bay                 ,"off waterford , dublin coasts",in dublin bay,"['off', 'waterford', ',', 'dublin', 'coasts']","['in', 'dublin', 'bay']","['off', 'waterford', 'dublin', 'coasts']","['in', 'dublin', 'bay']","('IN', 'NN', 'NN', 'NNS')","('IN', 'NN', 'NN')","['off', 'waterford', 'dublin', 'coast']","['in', 'dublin', 'bay']","['waterford', 'dublin', 'coast']","['dublin', 'bay']",['off'],['in'],0.14285714285714285,0.25,0.16666666666666666,0.5714285714285714,0.2857142857142857,0.7,0.3,1.0,1.0,0.0,1.0,4.585884382827844e-302,1.0,0.0,0.9090909090909091,1.0,1.0,0.4027463194086353,0.9090909090909091,10,15,0.0,1.0,0.29411764705882354,0.0,0.7647058823529411
461,2,REL,Senior Pakistani Taliban commander,Pakistan Shi'ites             ,1 2 3 4,1 2,317,senior pakistani taliban commander,pakistan shi'ites             ,senior pakistani taliban commander,pakistan shi'ites,"['senior', 'pakistani', 'taliban', 'commander']","['pakistan', ""shi'ites""]","['senior', 'pakistani', 'taliban', 'commander']",['pakistan'],"('JJ', 'NN', 'NN', 'NN')","('NN',)","['senior', 'pakistani', 'taliban', 'commander']",['pakistan'],"['senior', 'pakistani', 'taliban', 'commander']",['pakistan'],[],[],0.0,0.0,0.0,0.42857142857142855,0.14285714285714285,0.7,0.3,0.07692307692307693,0.29487598510808366,0.0,5.042730246273081e-302,0.0,0.0,0.0,0.3333333333333333,0.08333333333333333,0.29487598510808366,0.0,0.3333333333333333,13,9,1.0,0.0,0.23529411764705882,0.0,0.5294117647058824
462,2,REL,from west Chinas violence     ,from NE China fire            ,3 4 5 6,5 6 7 8,319,from west chinas violence     ,from ne china fire            ,from west chinas violence,from ne china fire,"['from', 'west', 'chinas', 'violence']","['from', 'ne', 'china', 'fire']","['from', 'west', 'chinas', 'violence']","['from', 'ne', 'china', 'fire']","('IN', 'JJS', 'NNS', 'NN')","('IN', 'JJ', 'NN', 'NN')","['from', 'west', 'china', 'violence']","['from', 'ne', 'china', 'fire']","['west', 'china', 'violence']","['ne', 'china', 'fire']",['from'],['from'],0.14285714285714285,0.2,0.3333333333333333,0.42857142857142855,0.42857142857142855,0.5,0.5,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,11,10,1.0,0.0,0.058823529411764705,0.0,0.6470588235294118
463,2,SIMI,to 35                         ,to 112                        ,8 9,10 11,319,to 35                         ,to 112                        ,to 35,to 112,"['to', '35']","['to', '112']","['to', '35']","['to', '112']","('TO', 'CD')","('TO', 'CD')","['to', '35']","['to', '112']",['35'],['112'],['to'],['to'],0.3333333333333333,0.0,0.3333333333333333,0.14285714285714285,0.14285714285714285,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
464,2,REL,South Korean soldiers         ,to South                      ,1 2 3,7 8,321,south korean soldiers         ,to south                      ,south korean soldiers,to south,"['south', 'korean', 'soldiers']","['to', 'south']","['south', 'korean', 'soldiers']","['to', 'south']","('JJ', 'JJ', 'NNS')","('TO', 'VB')","['south', 'korean', 'soldier']","['to', 'south']","['south', 'korean', 'soldier']",['south'],[],['to'],0.25,0.3333333333333333,0.25,0.2857142857142857,0.14285714285714285,0.6,0.4,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,11,7,1.0,0.0,0.23529411764705882,0.0,0.6470588235294118
465,2,REL,into North                    ,North Korea                   ,10 11,1 2,321,into north                    ,north korea                   ,into north,north korea,"['into', 'north']","['north', 'korea']","['into', 'north']","['north', 'korea']","('IN', 'JJ')","('JJ', 'NN')","['into', 'north']","['north', 'korea']",['north'],"['north', 'korea']",['into'],[],0.3333333333333333,0.5,0.3333333333333333,0.14285714285714285,0.14285714285714285,0.5,0.5,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,10,10,0.0,0.0,0.0,0.0,0.5882352941176471
466,5,EQUI,meets                         ,to meet                       ,2,2 3,322,meets                         ,to meet                       ,meets,to meet,['meets'],"['to', 'meet']",['meets'],"['to', 'meet']","('NNS',)","('TO', 'VB')",['meet'],"['to', 'meet']",['meet'],['meet'],[],['to'],0.0,1.0,0.5,0.0,0.14285714285714285,0.4,0.6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7,7,0.0,0.0,0.0,0.0,0.4117647058823529
467,4,FORW,in hospital                   ,hospital                      ,8 9,8,322,in hospital                   ,hospital                      ,in hospital,hospital,"['in', 'hospital']",['hospital'],"['in', 'hospital']",['hospital'],"('IN', 'NN')","('NN',)","['in', 'hospital']",['hospital'],['hospital'],['hospital'],['in'],[],0.5,1.0,0.5,0.14285714285714285,0.0,0.6,0.4,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,8,8,0.0,0.0,0.0,0.0,0.058823529411764705
468,3,BACK,8 paise                       ,22 paise                      ,3 4,3 4,323,8 paise                       ,22 paise                      ,8 paise,22 paise,"['8', 'paise']","['22', 'paise']","['8', 'paise']","['22', 'paise']","('CD', 'NN')","('CD', 'NN')","['8', 'paisa']","['22', 'paisa']","['8', 'paisa']","['22', 'paisa']",[],[],0.3333333333333333,0.3333333333333333,0.3333333333333333,0.14285714285714285,0.14285714285714285,0.5,0.5,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,7,7,0.0,0.0,0.0,0.0,0.4117647058823529
469,3,SIMI,to 352                        ,372                           ,8 9,8,326,to 352                        ,372                           ,to 352,372,"['to', '352']",['372'],"['to', '352']",['372'],"('TO', 'CD')","('CD',)","['to', '352']",['372'],['352'],['372'],['to'],[],0.0,0.0,0.0,0.14285714285714285,0.0,0.6,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
470,2,REL,Pakistani soldier             ,Pakistani military post       ,4 5,4 5 6,327,pakistani soldier             ,pakistani military post       ,pakistani soldier,pakistani military post,"['pakistani', 'soldier']","['pakistani', 'military', 'post']","['pakistani', 'soldier']","['pakistani', 'military', 'post']","('NN', 'NN')","('JJ', 'JJ', 'NN')","['pakistani', 'soldier']","['pakistani', 'military', 'post']","['pakistani', 'soldier']","['pakistani', 'military', 'post']",[],[],0.25,0.25,0.25,0.14285714285714285,0.2857142857142857,0.4,0.6,1.0,1.0,0.0,1.0,5.833228536461081e-302,1.0,0.0,1.0,1.0,1.0,0.5060189611780347,1.0,11,11,0.0,0.0,0.0,0.0,0.6470588235294118
471,5,EQUI,Brazilian leader              ,Brazil leader                 ,1 2,1 2,328,brazilian leader              ,brazil leader                 ,brazilian leader,brazil leader,"['brazilian', 'leader']","['brazil', 'leader']","['brazilian', 'leader']","['brazil', 'leader']","('JJ', 'NN')","('JJ', 'NN')","['brazilian', 'leader']","['brazil', 'leader']","['brazilian', 'leader']","['brazil', 'leader']",[],[],0.3333333333333333,0.3333333333333333,0.3333333333333333,0.14285714285714285,0.14285714285714285,0.5,0.5,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,10,12,0.0,1.0,0.11764705882352941,0.0,0.7058823529411764
472,1,REL,crisis talks                  ,reform vote                   ,4 5,4 5,328,crisis talks                  ,reform vote                   ,crisis talks,reform vote,"['crisis', 'talks']","['reform', 'vote']","['crisis', 'talks']","['reform', 'vote']","('NN', 'NNS')","('NN', 'NN')","['crisis', 'talk']","['reform', 'vote']","['crisis', 'talk']","['reform', 'vote']",[],[],0.0,0.0,0.0,0.14285714285714285,0.14285714285714285,0.5,0.5,0.16666666666666666,0.5074317444173395,0.0,7.41999611317981e-302,6.836947005993942e-302,0.0,0.0,0.6666666666666666,0.16666666666666666,0.5074317444173395,0.45005942938814136,0.6666666666666666,11,11,0.0,0.0,0.0,0.0,0.6470588235294118
473,3,BACK,US                            ,US House                      ,1,1 2,329,us                            ,us house                      ,us,us house,['us'],"['us', 'house']",['us'],"['us', 'house']","('PRP',)","('PRP', 'NN')",['u'],"['u', 'house']",['u'],"['u', 'house']",[],[],0.5,0.5,0.5,0.0,0.14285714285714285,0.4,0.6,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,11,11,0.0,0.0,0.0,0.0,0.6470588235294118
474,4,SIMI,in Iraq                       ,across Iraq                   ,5 6,5 6,330,in iraq                       ,across iraq                   ,in iraq,across iraq,"['in', 'iraq']","['across', 'iraq']","['in', 'iraq']","['across', 'iraq']","('IN', 'NN')","('IN', 'NN')","['in', 'iraq']","['across', 'iraq']",['iraq'],"['across', 'iraq']",['in'],[],0.3333333333333333,0.5,0.3333333333333333,0.14285714285714285,0.14285714285714285,0.5,0.5,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,9,9,0.0,0.0,0.0,0.0,0.5294117647058824
475,5,EQUI,in NW Pakistan                ,in NW Pakista                 ,9 10 11,8 9 10,331,in nw pakistan                ,in nw pakista                 ,in nw pakistan,in nw pakista,"['in', 'nw', 'pakistan']","['in', 'nw', 'pakista']","['in', 'nw', 'pakistan']","['in', 'nw', 'pakista']","('IN', 'JJ', 'NN')","('IN', 'JJ', 'NN')","['in', 'nw', 'pakistan']","['in', 'nw', 'pakista']","['nw', 'pakistan']","['nw', 'pakista']",['in'],['in'],0.5,0.3333333333333333,0.5,0.2857142857142857,0.2857142857142857,0.5,0.5,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,9,6,1.0,0.0,0.1764705882352941,0.0,0.1764705882352941
476,4,FORW,in bomb blast                 ,in blast                      ,6 7 8,6 7,331,in bomb blast                 ,in blast                      ,in bomb blast,in blast,"['in', 'bomb', 'blast']","['in', 'blast']","['in', 'bomb', 'blast']","['in', 'blast']","('IN', 'NN', 'NN')","('IN', 'NN')","['in', 'bomb', 'blast']","['in', 'blast']","['bomb', 'blast']",['blast'],['in'],['in'],0.6666666666666666,0.5,0.6666666666666666,0.2857142857142857,0.14285714285714285,0.6,0.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10,9,1.0,0.0,0.058823529411764705,0.0,0.5294117647058824
477,2,SIMI,Turkish police                ,British police                ,1 2,1 2,333,turkish police                ,british police                ,turkish police,british police,"['turkish', 'police']","['british', 'police']","['turkish', 'police']","['british', 'police']","('JJ', 'NN')","('JJ', 'NNS')","['turkish', 'police']","['british', 'police']","['turkish', 'police']","['british', 'police']",[],[],0.3333333333333333,0.3333333333333333,0.3333333333333333,0.14285714285714285,0.14285714285714285,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9,9,0.0,0.0,0.0,0.0,0.5294117647058824
478,3,FORW,Syria opposition vote         ,Syrian opposition             ,3 4 5,1 2,334,syria opposition vote         ,syrian opposition             ,syria opposition vote,syrian opposition,"['syria', 'opposition', 'vote']","['syrian', 'opposition']","['syria', 'opposition', 'vote']","['syrian', 'opposition']","('NN', 'NN', 'NN')","('JJ', 'NN')","['syria', 'opposition', 'vote']","['syrian', 'opposition']","['syria', 'opposition', 'vote']","['syrian', 'opposition']",[],[],0.25,0.25,0.25,0.2857142857142857,0.14285714285714285,0.6,0.4,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,11,9,1.0,0.0,0.11764705882352941,0.0,0.6470588235294118
479,3,SIMI,peace talks                   ,for talks                     ,8 9,6 7,334,peace talks                   ,for talks                     ,peace talks,for talks,"['peace', 'talks']","['for', 'talks']","['peace', 'talks']","['for', 'talks']","('NN', 'NNS')","('IN', 'NNS')","['peace', 'talk']","['for', 'talk']","['peace', 'talk']",['talk'],[],['for'],0.3333333333333333,0.5,0.3333333333333333,0.14285714285714285,0.14285714285714285,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11,11,0.0,0.0,0.0,0.0,0.47058823529411764
480,2,SIMI,Syria car bomb                ,Sinai car bomb                ,1 2 3,1 2 3,335,syria car bomb                ,sinai car bomb                ,syria car bomb,sinai car bomb,"['syria', 'car', 'bomb']","['sinai', 'car', 'bomb']","['syria', 'car', 'bomb']","['sinai', 'car', 'bomb']","('NN', 'NN', 'NN')","('NN', 'NN', 'NN')","['syria', 'car', 'bomb']","['sinai', 'car', 'bomb']","['syria', 'car', 'bomb']","['sinai', 'car', 'bomb']",[],[],0.5,0.5,0.5,0.2857142857142857,0.2857142857142857,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11,11,0.0,0.0,0.0,0.0,0.6470588235294118
481,2,SIMI,at least 12                   ,at least 10 Egyptian soldiers ,5 6 7,5 6 7 8 9,335,at least 12                   ,at least 10 egyptian soldiers ,at least 12,at least 10 egyptian soldiers,"['at', 'least', '12']","['at', 'least', '10', 'egyptian', 'soldiers']","['at', 'least', '12']","['at', 'least', '10', 'egyptian', 'soldiers']","('IN', 'JJS', 'CD')","('IN', 'JJS', 'CD', 'JJ', 'NNS')","['at', 'least', '12']","['at', 'least', '10', 'egyptian', 'soldier']","['least', '12']","['least', '10', 'egyptian', 'soldier']",['at'],['at'],0.3333333333333333,0.2,0.3333333333333333,0.2857142857142857,0.5714285714285714,0.3,0.7,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,11,11,0.0,0.0,0.0,0.0,0.6470588235294118
482,2,SIMI,359                           ,to 72                         ,7,7 8,336,359                           ,to 72                         ,359,to 72,['359'],"['to', '72']",['359'],"['to', '72']","('CD',)","('TO', 'CD')",['359'],"['to', '72']",['359'],['72'],[],['to'],0.0,0.0,0.0,0.0,0.14285714285714285,0.4,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
483,3,SIMI,Bangladesh building collapse death toll,Indian building collapse death toll,1 2 3 4 5,1 2 3 4 5,336,bangladesh building collapse death toll,indian building collapse death toll,bangladesh building collapse death toll,indian building collapse death toll,"['bangladesh', 'building', 'collapse', 'death', 'toll']","['indian', 'building', 'collapse', 'death', 'toll']","['bangladesh', 'building', 'collapse', 'death', 'toll']","['indian', 'building', 'collapse', 'death', 'toll']","('JJ', 'NN', 'NN', 'NN', 'NN')","('JJ', 'NN', 'NN', 'NN', 'NN')","['bangladesh', 'building', 'collapse', 'death', 'toll']","['indian', 'building', 'collapse', 'death', 'toll']","['bangladesh', 'building', 'collapse', 'death', 'toll']","['indian', 'building', 'collapse', 'death', 'toll']",[],[],0.6666666666666666,0.6666666666666666,0.6666666666666666,0.5714285714285714,0.5714285714285714,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10,10,0.0,0.0,0.0,0.0,0.5882352941176471
484,3,SIMI,in Afghanistan                ,in NW Pakistan                ,10 11,7 8 9,338,in afghanistan                ,in nw pakistan                ,in afghanistan,in nw pakistan,"['in', 'afghanistan']","['in', 'nw', 'pakistan']","['in', 'afghanistan']","['in', 'nw', 'pakistan']","('IN', 'NN')","('IN', 'JJ', 'NN')","['in', 'afghanistan']","['in', 'nw', 'pakistan']",['afghanistan'],"['nw', 'pakistan']",['in'],['in'],0.25,0.0,0.25,0.14285714285714285,0.2857142857142857,0.4,0.6,0.3333333333333333,0.6979831568441129,0.0,0.0,0.0,0.0,0.0,0.9,0.3333333333333333,0.6979831568441129,0.0,0.9,9,9,0.0,0.0,0.0,0.0,0.1764705882352941
485,3,SIMI,in `` insider '' attack       ,in bomb attack                ,5 6 7 8 9,4 5 6,338,in `` insider '' attack       ,in bomb attack                ,in `` insider '' attack,in bomb attack,"['in', '``', 'insider', '``', 'attack']","['in', 'bomb', 'attack']","['in', 'insider', 'attack']","['in', 'bomb', 'attack']","('IN', 'NN', 'NN')","('IN', 'NN', 'NN')","['in', 'insider', 'attack']","['in', 'bomb', 'attack']","['insider', 'attack']","['bomb', 'attack']",['in'],['in'],0.4,0.3333333333333333,0.5,0.5714285714285714,0.2857142857142857,0.7,0.3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12,10,1.0,0.0,0.11764705882352941,0.0,0.7058823529411764
486,2,SIMI,Two U.S. soldiers             ,8 soldiers                    ,1 2 3,1 2,338,two u s  soldiers             ,8 soldiers                    ,two u s  soldiers,8 soldiers,"['two', 'u', 's', 'soldiers']","['8', 'soldiers']","['two', 'u', 's', 'soldiers']","['8', 'soldiers']","('CD', 'JJ', 'NN', 'NNS')","('CD', 'NNS')","['two', 'u', 's', 'soldier']","['8', 'soldier']","['two', 'u', 'soldier']","['8', 'soldier']",['s'],[],0.2,0.25,0.2,0.42857142857142855,0.14285714285714285,0.7,0.3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11,11,0.0,0.0,0.0,0.0,0.6470588235294118
487,3,REL,10 young girls                ,nine                          ,3 4 5,3,339,10 young girls                ,nine                          ,10 young girls,nine,"['10', 'young', 'girls']",['nine'],"['10', 'young', 'girls']",['nine'],"('CD', 'JJ', 'NNS')","('CD',)","['10', 'young', 'girl']",['nine'],"['10', 'young', 'girl']",['nine'],[],[],0.0,0.0,0.0,0.2857142857142857,0.0,0.7,0.3,0.2,0.5575533219658061,0.0,1.2417739174930452e-301,0.0,1.0537777359263586e-301,0.0,0.75,0.3333333333333333,0.5575533219658061,0.0,0.75,12,10,1.0,0.0,0.11764705882352941,0.0,0.7058823529411764
488,3,SIMI,in eastern Afghanistan        ,in southern Afghanistan       ,6 7 8,4 5 6,339,in eastern afghanistan        ,in southern afghanistan       ,in eastern afghanistan,in southern afghanistan,"['in', 'eastern', 'afghanistan']","['in', 'southern', 'afghanistan']","['in', 'eastern', 'afghanistan']","['in', 'southern', 'afghanistan']","('IN', 'JJ', 'NN')","('IN', 'JJ', 'NN')","['in', 'eastern', 'afghanistan']","['in', 'southern', 'afghanistan']","['eastern', 'afghanistan']","['southern', 'afghanistan']",['in'],['in'],0.5,0.3333333333333333,0.5,0.2857142857142857,0.2857142857142857,0.5,0.5,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,9,9,0.0,0.0,0.0,0.0,0.5294117647058824
489,2,REL,could end up                  ,to destroy                    ,5 6 7,2 3,340,could end up                  ,to destroy                    ,could end up,to destroy,"['could', 'end', 'up']","['to', 'destroy']","['could', 'end', 'up']","['to', 'destroy']","('MD', 'VB', 'RP')","('TO', 'VB')","['could', 'end', 'up']","['to', 'destroy']","['could', 'end']",['destroy'],['up'],['to'],0.0,0.0,0.0,0.2857142857142857,0.14285714285714285,0.6,0.4,0.5,0.0,0.7872539464466368,0.0,8.289157367526168e-301,0.0,4.747285856980447e-301,0.8,0.5,0.0,0.7872539464466368,0.8,11,1,1.0,0.0,0.5882352941176471,0.0,0.6470588235294118
490,4,BACK,Syria 's chemical weapons     ,Syria chemical weapon stockpile,1 2 3 4,4 5 6 7,340,syria 's chemical weapons     ,syria chemical weapon stockpile,syria 's chemical weapons,syria chemical weapon stockpile,"['syria', ""'s"", 'chemical', 'weapons']","['syria', 'chemical', 'weapon', 'stockpile']","['syria', 'chemical', 'weapons']","['syria', 'chemical', 'weapon', 'stockpile']","('JJ', 'NN', 'NNS')","('JJ', 'NN', 'NN', 'NN')","['syria', 'chemical', 'weapon']","['syria', 'chemical', 'weapon', 'stockpile']","['syria', 'chemical', 'weapon']","['syria', 'chemical', 'weapon', 'stockpile']",[],[],0.3333333333333333,0.75,0.75,0.42857142857142855,0.42857142857142855,0.5,0.5,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,9,11,0.0,1.0,0.11764705882352941,0.0,0.6470588235294118
491,3,SIMI,female politician             ,5 female teachers             ,3 4,3 4 5,342,female politician             ,5 female teachers             ,female politician,5 female teachers,"['female', 'politician']","['5', 'female', 'teachers']","['female', 'politician']","['5', 'female', 'teachers']","('JJ', 'NN')","('CD', 'JJ', 'NNS')","['female', 'politician']","['5', 'female', 'teacher']","['female', 'politician']","['5', 'female', 'teacher']",[],[],0.25,0.25,0.25,0.14285714285714285,0.2857142857142857,0.4,0.6,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,9,10,0.0,1.0,0.058823529411764705,0.0,0.5882352941176471
492,3,SIMI,to Boston bombing charges     ,in Boston Marathon bombing    ,6 7 8 9,4 5 6 7,346,to boston bombing charges     ,in boston marathon bombing    ,to boston bombing charges,in boston marathon bombing,"['to', 'boston', 'bombing', 'charges']","['in', 'boston', 'marathon', 'bombing']","['to', 'boston', 'bombing', 'charges']","['in', 'boston', 'marathon', 'bombing']","('TO', 'VB', 'NN', 'NNS')","('IN', 'NN', 'NN', 'NN')","['to', 'boston', 'bombing', 'charge']","['in', 'boston', 'marathon', 'bombing']","['boston', 'bombing', 'charge']","['boston', 'marathon', 'bombing']",['to'],['in'],0.3333333333333333,0.5,0.3333333333333333,0.42857142857142855,0.42857142857142855,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11,11,0.0,0.0,0.0,0.0,0.6470588235294118
493,2,REL,pleads not guilty             ,charged                       ,3 4 5,3,346,pleads not guilty             ,charged                       ,pleads not guilty,charged,"['pleads', 'not', 'guilty']",['charged'],"['pleads', 'not', 'guilty']",['charged'],"('NNS', 'RB', 'JJ')","('VBN',)","['pleads', 'not', 'guilty']",['charge'],"['pleads', 'guilty']",['charge'],['not'],[],0.0,0.0,0.0,0.2857142857142857,0.0,0.7,0.3,0.14285714285714285,0.0,0.4027463194086353,0.0,1.2297618823720722e-301,0.0,1.7850703185250624e-301,0.5882352941176471,0.3333333333333333,0.0,0.45005942938814136,0.5882352941176471,6,10,0.0,1.0,0.23529411764705882,0.0,0.5882352941176471
494,4,FORW,P.G. police                   ,Police                        ,1 2,1,347,p g  police                   ,police                        ,p g  police,police,"['p', 'g', 'police']",['police'],"['p', 'g', 'police']",['police'],"('NN', 'NN', 'NN')","('NNS',)","['p', 'g', 'police']",['police'],"['p', 'g', 'police']",['police'],[],[],0.3333333333333333,0.3333333333333333,0.3333333333333333,0.2857142857142857,0.0,0.7,0.3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11,9,1.0,0.0,0.11764705882352941,0.0,0.4117647058823529
495,2,REL,Egyptian army                 ,Egypt 's Morsi                ,1 2,1 2 3,349,egyptian army                 ,egypt 's morsi                ,egyptian army,egypt 's morsi,"['egyptian', 'army']","['egypt', ""'s"", 'morsi']","['egyptian', 'army']","['egypt', 'morsi']","('JJ', 'NN')","('NN', 'NN')","['egyptian', 'army']","['egypt', 'morsi']","['egyptian', 'army']","['egypt', 'morsi']",[],[],0.0,0.0,0.0,0.14285714285714285,0.2857142857142857,0.4,0.6,0.09090909090909091,0.34080041887482415,0.0,4.779010830994839e-302,0.0,7.564699928550715e-302,0.0,0.375,0.1,0.34080041887482415,0.0,0.375,8,9,0.0,1.0,0.058823529411764705,0.0,0.5294117647058824
496,4,SIMI,Cryptic crossword             ,Quiz crossword                ,1 2,1 2,350,cryptic crossword             ,quiz crossword                ,cryptic crossword,quiz crossword,"['cryptic', 'crossword']","['quiz', 'crossword']","['cryptic', 'crossword']","['quiz', 'crossword']","('JJ', 'NN')","('NN', 'NN')","['cryptic', 'crossword']","['quiz', 'crossword']","['cryptic', 'crossword']","['quiz', 'crossword']",[],[],0.3333333333333333,0.3333333333333333,0.3333333333333333,0.14285714285714285,0.14285714285714285,0.5,0.5,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,10,10,0.0,0.0,0.0,0.0,0.5882352941176471
497,4,SIMI,of breast cancer              ,about breast cancer           ,6 7 8,7 8 9,351,of breast cancer              ,about breast cancer           ,of breast cancer,about breast cancer,"['of', 'breast', 'cancer']","['about', 'breast', 'cancer']","['of', 'breast', 'cancer']","['about', 'breast', 'cancer']","('IN', 'NN', 'NN')","('IN', 'NN', 'NN')","['of', 'breast', 'cancer']","['about', 'breast', 'cancer']","['breast', 'cancer']","['breast', 'cancer']",['of'],['about'],0.5,1.0,0.5,0.2857142857142857,0.2857142857142857,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12,12,0.0,0.0,0.0,0.0,0.6470588235294118
498,3,BACK,Angelina Jolie                ,Angelina Jolie and the complex truth,1 2,1 2 3 4 5 6,351,angelina jolie                ,angelina jolie and the complex truth,angelina jolie,angelina jolie and the complex truth,"['angelina', 'jolie']","['angelina', 'jolie', 'and', 'the', 'complex', 'truth']","['angelina', 'jolie']","['angelina', 'jolie', 'and', 'the', 'complex', 'truth']","('NNS', 'NN')","('NN', 'NN', 'CC', 'DT', 'JJ', 'NN')","['angelina', 'jolie']","['angelina', 'jolie', 'and', 'the', 'complex', 'truth']","['angelina', 'jolie']","['angelina', 'jolie', 'complex', 'truth']",[],"['and', 'the']",0.3333333333333333,0.5,0.3333333333333333,0.14285714285714285,0.7142857142857142,0.09999999999999998,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,10,0.0,1.0,0.5882352941176471,0.0,0.0
